gene_id	gene_biotype	gene_name	species
ENSMUSG00000087260	protein_coding	Lamtor5	mouse
ENSMUSG00000027896	protein_coding	Slc16a4	mouse
ENSMUSG00000048109	protein_coding	Rbm15	mouse
ENSMUSG00000105532	processed_pseudogene	Gm5279	mouse
ENSMUSG00000084640	misc_RNA	Gm24383	mouse
ENSMUSG00000027895	protein_coding	Kcnc4	mouse
ENSMUSG00000027894	protein_coding	Slc6a17	mouse
ENSMUSG00000055891	protein_coding	Ubl4b	mouse
ENSMUSG00000014603	protein_coding	Alx3	mouse
ENSMUSG00000014601	protein_coding	Strip1	mouse
ENSMUSG00000078604	protein_coding	Gm10961	mouse
ENSMUSG00000027893	protein_coding	Ahcyl1	mouse
ENSMUSG00000014599	protein_coding	Csf1	mouse
ENSMUSG00000106531	processed_pseudogene	Gm43233	mouse
ENSMUSG00000106426	lincRNA	Gm36211	mouse
ENSMUSG00000105944	processed_pseudogene	Gm5075	mouse
ENSMUSG00000106359	TEC	4930554G22Rik	mouse
ENSMUSG00000040600	protein_coding	Eps8l3	mouse
ENSMUSG00000105456	TEC	Gm43745	mouse
ENSMUSG00000086968	antisense	4933431E20Rik	mouse
ENSMUSG00000004032	protein_coding	Gstm5	mouse
ENSMUSG00000105872	unprocessed_pseudogene	Gm9515	mouse
ENSMUSG00000082720	processed_pseudogene	Gm12489	mouse
ENSMUSG00000004035	protein_coding	Gstm7	mouse
ENSMUSG00000068762	protein_coding	Gstm6	mouse
ENSMUSG00000089664	unprocessed_pseudogene	Gm12494	mouse
ENSMUSG00000004038	protein_coding	Gstm3	mouse
ENSMUSG00000049231	processed_pseudogene	Gm12497	mouse
ENSMUSG00000040562	protein_coding	Gstm2	mouse
ENSMUSG00000106614	processed_pseudogene	Gm43746	mouse
ENSMUSG00000058135	protein_coding	Gstm1	mouse
ENSMUSG00000087357	lincRNA	Gm12498	mouse
ENSMUSG00000083627	processed_pseudogene	Gm12502	mouse
ENSMUSG00000081688	unprocessed_pseudogene	Gm12499	mouse
ENSMUSG00000064569	snoRNA	Gm25592	mouse
ENSMUSG00000027890	protein_coding	Gstm4	mouse
ENSMUSG00000027889	protein_coding	Ampd2	mouse
ENSMUSG00000056411	antisense	Gm12500	mouse
ENSMUSG00000009108	protein_coding	Gnat2	mouse
ENSMUSG00000000001	protein_coding	Gnai3	mouse
ENSMUSG00000046793	protein_coding	Gpr61	mouse
ENSMUSG00000085318	lincRNA	Gm12524	mouse
ENSMUSG00000050947	protein_coding	Amigo1	mouse
ENSMUSG00000048796	protein_coding	Cyb561d1	mouse
ENSMUSG00000048997	protein_coding	Atxn7l2	mouse
ENSMUSG00000027887	protein_coding	Sypl2	mouse
ENSMUSG00000105961	lincRNA	Gm40123	mouse
ENSMUSG00000083462	processed_pseudogene	Gm12501	mouse
ENSMUSG00000085102	antisense	1700010K24Rik	mouse
ENSMUSG00000068749	protein_coding	Psma5	mouse
ENSMUSG00000084863	antisense	Gm12523	mouse
ENSMUSG00000068747	protein_coding	Sort1	mouse
ENSMUSG00000105358	TEC	Gm43099	mouse
ENSMUSG00000078601	lincRNA	Gm12525	mouse
ENSMUSG00000068745	protein_coding	Mybphl	mouse
ENSMUSG00000074281	processed_transcript	Gm12522	mouse
ENSMUSG00000068744	protein_coding	Psrc1	mouse
ENSMUSG00000068740	protein_coding	Celsr2	mouse
ENSMUSG00000068739	protein_coding	Sars	mouse
ENSMUSG00000089188	snoRNA	Gm22942	mouse
ENSMUSG00000106101	processed_pseudogene	Gm43438	mouse
ENSMUSG00000040412	protein_coding	5330417C22Rik	mouse
ENSMUSG00000080673	snRNA	Gm23336	mouse
ENSMUSG00000103761	TEC	Gm37859	mouse
ENSMUSG00000027886	protein_coding	1700013F07Rik	mouse
ENSMUSG00000088185	scaRNA	Scarna2	mouse
ENSMUSG00000105810	TEC	Gm43435	mouse
ENSMUSG00000068732	protein_coding	Tmem167b	mouse
ENSMUSG00000092718	miRNA	Gm22860	mouse
ENSMUSG00000048100	protein_coding	Taf13	mouse
ENSMUSG00000040389	protein_coding	Wdr47	mouse
ENSMUSG00000081499	processed_pseudogene	Gm12517	mouse
ENSMUSG00000027884	protein_coding	Clcc1	mouse
ENSMUSG00000027883	protein_coding	Gpsm2	mouse
ENSMUSG00000098800	antisense	Gm27244	mouse
ENSMUSG00000049565	protein_coding	Aknad1	mouse
ENSMUSG00000027882	protein_coding	Stxbp3	mouse
ENSMUSG00000045326	protein_coding	Fndc7	mouse
ENSMUSG00000105175	processed_pseudogene	Gm43097	mouse
ENSMUSG00000027881	protein_coding	Prpf38b	mouse
ENSMUSG00000051638	antisense	Gm9857	mouse
ENSMUSG00000045662	protein_coding	Henmt1	mouse
ENSMUSG00000040339	protein_coding	Fam102b	mouse
ENSMUSG00000106108	antisense	Gm43221	mouse
ENSMUSG00000105371	miRNA	Gm44384	mouse
ENSMUSG00000105638	lincRNA	4930408K08Rik	mouse
ENSMUSG00000027880	protein_coding	Slc25a54	mouse
ENSMUSG00000105139	processed_transcript	Gm19391	mouse
ENSMUSG00000040322	protein_coding	Slc25a24	mouse
ENSMUSG00000083717	processed_pseudogene	Gm13865	mouse
ENSMUSG00000033721	protein_coding	Vav3	mouse
ENSMUSG00000059857	protein_coding	Ntng1	mouse
ENSMUSG00000065872	snRNA	Gm25681	mouse
ENSMUSG00000082624	processed_pseudogene	Gm12535	mouse
ENSMUSG00000105639	TEC	Gm42516	mouse
ENSMUSG00000049300	protein_coding	Prmt6	mouse
ENSMUSG00000105509	antisense	C130013H08Rik	mouse
ENSMUSG00000104944	processed_pseudogene	Gm43405	mouse
ENSMUSG00000105859	processed_pseudogene	Gm19185	mouse
ENSMUSG00000105121	processed_pseudogene	Gm43406	mouse
ENSMUSG00000077253	snRNA	Gm26076	mouse
ENSMUSG00000106650	TEC	Gm43404	mouse
ENSMUSG00000106487	processed_pseudogene	Gm43407	mouse
ENSMUSG00000106100	processed_pseudogene	Gm9314	mouse
ENSMUSG00000105882	TEC	Gm42905	mouse
ENSMUSG00000104711	processed_pseudogene	Gm43854	mouse
ENSMUSG00000104543	lincRNA	Gm6602	mouse
ENSMUSG00000089017	snoRNA	Gm25519	mouse
ENSMUSG00000105507	processed_pseudogene	Gm43853	mouse
ENSMUSG00000105077	processed_pseudogene	Gm4859	mouse
ENSMUSG00000105073	processed_pseudogene	Gm9317	mouse
ENSMUSG00000105785	processed_pseudogene	Gm42526	mouse
ENSMUSG00000106666	processed_pseudogene	Gm43587	mouse
ENSMUSG00000105588	processed_pseudogene	Utp14b-ps1	mouse
ENSMUSG00000045952	processed_pseudogene	Gm5548	mouse
ENSMUSG00000105665	processed_pseudogene	Gm38395	mouse
ENSMUSG00000083079	unprocessed_pseudogene	Amy2b	mouse
ENSMUSG00000081506	unprocessed_pseudogene	Amy2-ps1	mouse
ENSMUSG00000074268	protein_coding	Amy2a5	mouse
ENSMUSG00000096770	protein_coding	Amy2a4	mouse
ENSMUSG00000093931	protein_coding	Amy2a3	mouse
ENSMUSG00000096569	protein_coding	Amy2a2	mouse
ENSMUSG00000070360	protein_coding	Amy2a1	mouse
ENSMUSG00000074264	protein_coding	Amy1	mouse
ENSMUSG00000027981	protein_coding	Rnpc3	mouse
ENSMUSG00000105836	processed_pseudogene	Gm17954	mouse
ENSMUSG00000106454	processed_pseudogene	Gm17775	mouse
ENSMUSG00000106084	processed_pseudogene	Gm18163	mouse
ENSMUSG00000027966	protein_coding	Col11a1	mouse
ENSMUSG00000106452	processed_pseudogene	Gm43749	mouse
ENSMUSG00000077410	snoRNA	Gm23750	mouse
ENSMUSG00000105225	processed_pseudogene	Gm19147	mouse
ENSMUSG00000027965	protein_coding	Olfm3	mouse
ENSMUSG00000106510	processed_pseudogene	Gm18429	mouse
ENSMUSG00000088346	snoRNA	Gm22337	mouse
ENSMUSG00000080676	miRNA	Gm25347	mouse
ENSMUSG00000105829	processed_pseudogene	Gm43669	mouse
ENSMUSG00000045092	protein_coding	S1pr1	mouse
ENSMUSG00000052769	lincRNA	Gm9889	mouse
ENSMUSG00000054426	processed_transcript	A930005H10Rik	mouse
ENSMUSG00000033554	protein_coding	Dph5	mouse
ENSMUSG00000105108	TEC	Gm42687	mouse
ENSMUSG00000105017	TEC	Gm43107	mouse
ENSMUSG00000104803	TEC	Gm43108	mouse
ENSMUSG00000054414	protein_coding	Slc30a7	mouse
ENSMUSG00000104723	processed_pseudogene	Gm43106	mouse
ENSMUSG00000105645	processed_pseudogene	Gm6649	mouse
ENSMUSG00000089261	miRNA	Mir669n	mouse
ENSMUSG00000027963	protein_coding	Extl2	mouse
ENSMUSG00000077741	snoRNA	Gm26344	mouse
ENSMUSG00000027962	protein_coding	Vcam1	mouse
ENSMUSG00000104653	antisense	Gm43109	mouse
ENSMUSG00000105729	TEC	5330425B07Rik	mouse
ENSMUSG00000097362	lincRNA	Gm26544	mouse
ENSMUSG00000104607	lincRNA	Gm31651	mouse
ENSMUSG00000068696	protein_coding	Gpr88	mouse
ENSMUSG00000033502	protein_coding	Cdc14a	mouse
ENSMUSG00000106005	antisense	Gm29151	mouse
ENSMUSG00000089060	snRNA	Gm22361	mouse
ENSMUSG00000088840	snoRNA	Gm26358	mouse
ENSMUSG00000000339	protein_coding	Rtca	mouse
ENSMUSG00000000340	protein_coding	Dbt	mouse
ENSMUSG00000082394	processed_pseudogene	Gm4596	mouse
ENSMUSG00000105992	TEC	Gm43651	mouse
ENSMUSG00000034437	processed_pseudogene	Gm9761	mouse
ENSMUSG00000027961	protein_coding	Lrrc39	mouse
ENSMUSG00000106025	TEC	Gm42940	mouse
ENSMUSG00000033439	protein_coding	Trmt13	mouse
ENSMUSG00000027959	protein_coding	Sass6	mouse
ENSMUSG00000106415	antisense	Gm42893	mouse
ENSMUSG00000089911	protein_coding	Mfsd14a	mouse
ENSMUSG00000105339	antisense	Gm42457	mouse
ENSMUSG00000105103	protein_coding	Gm43191	mouse
ENSMUSG00000106125	lincRNA	4930512P04Rik	mouse
ENSMUSG00000027957	protein_coding	Slc35a3	mouse
ENSMUSG00000033400	protein_coding	Agl	mouse
ENSMUSG00000106128	TEC	Gm43520	mouse
ENSMUSG00000106511	TEC	Gm43521	mouse
ENSMUSG00000105250	processed_pseudogene	Gm29736	mouse
ENSMUSG00000105241	processed_pseudogene	Gm43542	mouse
ENSMUSG00000033386	protein_coding	Frrs1	mouse
ENSMUSG00000033377	protein_coding	Palmd	mouse
ENSMUSG00000106073	TEC	Gm42892	mouse
ENSMUSG00000080907	protein_coding	4930455H04Rik	mouse
ENSMUSG00000105221	processed_pseudogene	Gm9332	mouse
ENSMUSG00000028009	lincRNA	1700061I17Rik	mouse
ENSMUSG00000106343	processed_pseudogene	Gm18430	mouse
ENSMUSG00000106314	processed_pseudogene	Gm9632	mouse
ENSMUSG00000105914	processed_pseudogene	Gm19243	mouse
ENSMUSG00000106342	lincRNA	Gm42891	mouse
ENSMUSG00000044667	protein_coding	Plppr4	mouse
ENSMUSG00000092666	miRNA	Gm22408	mouse
ENSMUSG00000033342	protein_coding	Plppr5	mouse
ENSMUSG00000028007	protein_coding	Snx7	mouse
ENSMUSG00000093054	miRNA	Gm24811	mouse
ENSMUSG00000104678	processed_pseudogene	Gm4321	mouse
ENSMUSG00000104703	lincRNA	4921521D15Rik	mouse
ENSMUSG00000097311	processed_transcript	Gm26871	mouse
ENSMUSG00000065569	miRNA	Mir137	mouse
ENSMUSG00000093000	miRNA	Gm24155	mouse
ENSMUSG00000104178	lincRNA	Gm9916	mouse
ENSMUSG00000104033	TEC	Gm37773	mouse
ENSMUSG00000104362	TEC	Gm37928	mouse
ENSMUSG00000102729	TEC	Gm32444	mouse
ENSMUSG00000033308	protein_coding	Dpyd	mouse
ENSMUSG00000106542	TEC	Gm43410	mouse
ENSMUSG00000087806	snoRNA	Gm23432	mouse
ENSMUSG00000106037	processed_pseudogene	Gm4332	mouse
ENSMUSG00000028134	protein_coding	Ptbp2	mouse
ENSMUSG00000105572	TEC	Gm43300	mouse
ENSMUSG00000106099	sense_intronic	Gm42664	mouse
ENSMUSG00000106075	processed_pseudogene	Gm42804	mouse
ENSMUSG00000094593	miRNA	Gm24744	mouse
ENSMUSG00000096196	miRNA	Gm26137	mouse
ENSMUSG00000104726	processed_pseudogene	Gm18384	mouse
ENSMUSG00000065684	snRNA	Gm23733	mouse
ENSMUSG00000098097	lincRNA	6530403H02Rik	mouse
ENSMUSG00000089027	snoRNA	Gm25013	mouse
ENSMUSG00000105207	processed_pseudogene	Gm42927	mouse
ENSMUSG00000105243	TEC	Gm43444	mouse
ENSMUSG00000104749	TEC	Gm42926	mouse
ENSMUSG00000028133	protein_coding	Rwdd3	mouse
ENSMUSG00000106329	TEC	Gm10652	mouse
ENSMUSG00000098042	processed_pseudogene	Gm5710	mouse
ENSMUSG00000028132	protein_coding	Tlcd4	mouse
ENSMUSG00000106619	processed_pseudogene	Gm9353	mouse
ENSMUSG00000104902	processed_pseudogene	Gm30517	mouse
ENSMUSG00000039887	protein_coding	Alg14	mouse
ENSMUSG00000084674	misc_RNA	Gm26027	mouse
ENSMUSG00000106455	processed_pseudogene	Gm5711	mouse
ENSMUSG00000105813	TEC	Gm42928	mouse
ENSMUSG00000053931	protein_coding	Cnn3	mouse
ENSMUSG00000106022	TEC	Gm42929	mouse
ENSMUSG00000039865	protein_coding	Slc44a3	mouse
ENSMUSG00000097124	antisense	A530020G20Rik	mouse
ENSMUSG00000044522	lincRNA	A730020M07Rik	mouse
ENSMUSG00000074248	protein_coding	4930432M17Rik	mouse
ENSMUSG00000106036	lincRNA	Gm43608	mouse
ENSMUSG00000105767	lincRNA	Gm43607	mouse
ENSMUSG00000106224	TEC	Gm43823	mouse
ENSMUSG00000028128	protein_coding	F3	mouse
ENSMUSG00000104676	TEC	Gm42777	mouse
ENSMUSG00000028127	protein_coding	Abcd3	mouse
ENSMUSG00000106087	TEC	Gm43609	mouse
ENSMUSG00000105597	TEC	4633401B06Rik	mouse
ENSMUSG00000105889	processed_pseudogene	Gm42776	mouse
ENSMUSG00000104595	processed_pseudogene	Gm42593	mouse
ENSMUSG00000039831	protein_coding	Arhgap29	mouse
ENSMUSG00000104869	TEC	Gm42544	mouse
ENSMUSG00000028125	protein_coding	Abca4	mouse
ENSMUSG00000104887	unprocessed_pseudogene	Gm43158	mouse
ENSMUSG00000105351	processed_pseudogene	Gm43157	mouse
ENSMUSG00000104799	processed_pseudogene	Gm9361	mouse
ENSMUSG00000078592	processed_pseudogene	Gm4609	mouse
ENSMUSG00000092934	miRNA	Gm22903	mouse
ENSMUSG00000028124	protein_coding	Gclm	mouse
ENSMUSG00000057359	processed_transcript	Gm17494	mouse
ENSMUSG00000093392	transcribed_processed_pseudogene	Gm6061	mouse
ENSMUSG00000039756	protein_coding	Dnttip2	mouse
ENSMUSG00000105057	lincRNA	Gm40190	mouse
ENSMUSG00000076456	miRNA	Mir760	mouse
ENSMUSG00000028121	protein_coding	Bcar3	mouse
ENSMUSG00000104554	antisense	Gm4610	mouse
ENSMUSG00000104574	antisense	Gm42836	mouse
ENSMUSG00000087743	snRNA	Gm25153	mouse
ENSMUSG00000039735	protein_coding	Fnbp1l	mouse
ENSMUSG00000104773	miRNA	Mir7657	mouse
ENSMUSG00000106194	antisense	Gm43569	mouse
ENSMUSG00000106364	TEC	Gm42994	mouse
ENSMUSG00000106365	lincRNA	Gm43568	mouse
ENSMUSG00000106562	processed_pseudogene	Gm5981	mouse
ENSMUSG00000053965	protein_coding	Pde5a	mouse
ENSMUSG00000106583	processed_transcript	4930447N08Rik	mouse
ENSMUSG00000106376	transcribed_processed_pseudogene	Gm34139	mouse
ENSMUSG00000106059	processed_pseudogene	Gm9364	mouse
ENSMUSG00000097852	antisense	4933405D12Rik	mouse
ENSMUSG00000023057	protein_coding	Fabp2	mouse
ENSMUSG00000078590	protein_coding	Gm10959	mouse
ENSMUSG00000054091	protein_coding	1810037I17Rik	mouse
ENSMUSG00000039701	protein_coding	Usp53	mouse
ENSMUSG00000105478	TEC	Gm43285	mouse
ENSMUSG00000028116	protein_coding	Myoz2	mouse
ENSMUSG00000076949	miRNA	Gm22066	mouse
ENSMUSG00000106114	processed_pseudogene	Gm43286	mouse
ENSMUSG00000050315	protein_coding	Synpo2	mouse
ENSMUSG00000106012	processed_pseudogene	Gm43744	mouse
ENSMUSG00000105562	TEC	Gm43287	mouse
ENSMUSG00000106220	TEC	Gm43288	mouse
ENSMUSG00000106490	TEC	Gm43283	mouse
ENSMUSG00000039234	protein_coding	Sec24d	mouse
ENSMUSG00000028114	protein_coding	Mettl14	mouse
ENSMUSG00000080545	snRNA	Gm22713	mouse
ENSMUSG00000105784	antisense	Gm35065	mouse
ENSMUSG00000027978	protein_coding	Prss12	mouse
ENSMUSG00000105058	TEC	Gm43590	mouse
ENSMUSG00000104960	processed_transcript	Snhg8	mouse
ENSMUSG00000092730	snoRNA	Snora24	mouse
ENSMUSG00000104670	processed_pseudogene	Gm9369	mouse
ENSMUSG00000027977	protein_coding	Ndst3	mouse
ENSMUSG00000104860	TEC	Gm42510	mouse
ENSMUSG00000065132	snRNA	Gm24456	mouse
ENSMUSG00000080842	processed_pseudogene	Gm15400	mouse
ENSMUSG00000081939	processed_pseudogene	Gm15399	mouse
ENSMUSG00000104531	lincRNA	Gm43731	mouse
ENSMUSG00000090474	transcribed_processed_pseudogene	Gm9372	mouse
ENSMUSG00000106238	processed_pseudogene	Gm42824	mouse
ENSMUSG00000044528	protein_coding	Tram1l1	mouse
ENSMUSG00000096544	processed_pseudogene	Gm4617	mouse
ENSMUSG00000106150	TEC	4921527H02Rik	mouse
ENSMUSG00000027973	protein_coding	1700006A11Rik	mouse
ENSMUSG00000064915	snRNA	Gm22575	mouse
ENSMUSG00000106413	antisense	Gm42823	mouse
ENSMUSG00000077726	snoRNA	Gm22900	mouse
ENSMUSG00000039174	protein_coding	1700003H04Rik	mouse
ENSMUSG00000106009	processed_pseudogene	Gm9379	mouse
ENSMUSG00000106423	lincRNA	Gm42825	mouse
ENSMUSG00000088099	misc_RNA	Gm23673	mouse
ENSMUSG00000098033	processed_pseudogene	Gm9381	mouse
ENSMUSG00000106001	TEC	Gm42826	mouse
ENSMUSG00000027971	protein_coding	Ndst4	mouse
ENSMUSG00000032854	protein_coding	Ugt8a	mouse
ENSMUSG00000087726	misc_RNA	Gm26275	mouse
ENSMUSG00000106503	lincRNA	Gm42827	mouse
ENSMUSG00000106094	processed_pseudogene	Gm18916	mouse
ENSMUSG00000046561	protein_coding	Arsj	mouse
ENSMUSG00000090427	antisense	Gm17225	mouse
ENSMUSG00000105695	TEC	Gm43327	mouse
ENSMUSG00000105233	processed_pseudogene	Gm20568	mouse
ENSMUSG00000053819	protein_coding	Camk2d	mouse
ENSMUSG00000106475	TEC	Gm43011	mouse
ENSMUSG00000104571	TEC	Gm43010	mouse
ENSMUSG00000105586	TEC	Gm43009	mouse
ENSMUSG00000105774	TEC	Gm43006	mouse
ENSMUSG00000104906	TEC	Gm43005	mouse
ENSMUSG00000086679	antisense	Gm15551	mouse
ENSMUSG00000105378	TEC	Gm42515	mouse
ENSMUSG00000105553	TEC	Gm42514	mouse
ENSMUSG00000032826	protein_coding	Ank2	mouse
ENSMUSG00000105469	TEC	A930036I15Rik	mouse
ENSMUSG00000105939	TEC	Gm43322	mouse
ENSMUSG00000105119	TEC	Gm43765	mouse
ENSMUSG00000077617	snoRNA	Gm25501	mouse
ENSMUSG00000106612	TEC	Gm43750	mouse
ENSMUSG00000105322	TEC	Gm43751	mouse
ENSMUSG00000104963	TEC	Gm42974	mouse
ENSMUSG00000097456	antisense	Gm16958	mouse
ENSMUSG00000105202	TEC	C230031I18Rik	mouse
ENSMUSG00000105733	TEC	Gm42973	mouse
ENSMUSG00000105445	TEC	Gm42972	mouse
ENSMUSG00000105568	TEC	Gm42971	mouse
ENSMUSG00000106446	TEC	Gm42970	mouse
ENSMUSG00000105822	TEC	Gm42969	mouse
ENSMUSG00000106369	transcribed_unprocessed_pseudogene	Gm43355	mouse
ENSMUSG00000105969	transcribed_processed_pseudogene	Gm42525	mouse
ENSMUSG00000105116	miRNA	Gm44494	mouse
ENSMUSG00000104957	processed_pseudogene	Gm43354	mouse
ENSMUSG00000027968	protein_coding	Larp7	mouse
ENSMUSG00000076252	miRNA	Mir302b	mouse
ENSMUSG00000065482	miRNA	Mir302c	mouse
ENSMUSG00000065552	miRNA	Mir302a	mouse
ENSMUSG00000065447	miRNA	Mir302d	mouse
ENSMUSG00000065413	miRNA	Mir367	mouse
ENSMUSG00000051278	protein_coding	Zgrf1	mouse
ENSMUSG00000105104	antisense	Gm43729	mouse
ENSMUSG00000027967	protein_coding	Neurog2	mouse
ENSMUSG00000028028	protein_coding	Alpk1	mouse
ENSMUSG00000089988	processed_pseudogene	Gm16238	mouse
ENSMUSG00000104888	TEC	1500005C15Rik	mouse
ENSMUSG00000105701	TEC	Gm42587	mouse
ENSMUSG00000088537	rRNA	Gm23279	mouse
ENSMUSG00000046688	protein_coding	Tifa	mouse
ENSMUSG00000074238	protein_coding	Ap1ar	mouse
ENSMUSG00000105804	TEC	Gm43654	mouse
ENSMUSG00000105447	antisense	Gm43653	mouse
ENSMUSG00000105550	lincRNA	Gm35585	mouse
ENSMUSG00000105008	TEC	Gm43652	mouse
ENSMUSG00000050549	protein_coding	Fam241a	mouse
ENSMUSG00000104763	lincRNA	9830132P13Rik	mouse
ENSMUSG00000106437	lincRNA	Gm35667	mouse
ENSMUSG00000074237	TEC	Gm10650	mouse
ENSMUSG00000105816	processed_transcript	D030025E07Rik	mouse
ENSMUSG00000106119	processed_pseudogene	Gm43656	mouse
ENSMUSG00000065248	snoRNA	Gm22293	mouse
ENSMUSG00000106245	lincRNA	Gm43824	mouse
ENSMUSG00000105527	lincRNA	4933424H11Rik	mouse
ENSMUSG00000106029	transcribed_processed_pseudogene	Gm4410	mouse
ENSMUSG00000074236	processed_pseudogene	Gm9387	mouse
ENSMUSG00000099640	lincRNA	Gm28543	mouse
ENSMUSG00000028023	protein_coding	Pitx2	mouse
ENSMUSG00000098515	sense_intronic	Gm27195	mouse
ENSMUSG00000106078	TEC	Gm43697	mouse
ENSMUSG00000028024	protein_coding	Enpep	mouse
ENSMUSG00000106417	processed_pseudogene	Gm42628	mouse
ENSMUSG00000105166	TEC	Gm42629	mouse
ENSMUSG00000105278	TEC	Gm42630	mouse
ENSMUSG00000105712	processed_pseudogene	Gm5712	mouse
ENSMUSG00000106258	processed_pseudogene	Rpl7a-ps7	mouse
ENSMUSG00000105837	antisense	Gm35986	mouse
ENSMUSG00000041220	protein_coding	Elovl6	mouse
ENSMUSG00000106092	TEC	Gm43072	mouse
ENSMUSG00000028017	protein_coding	Egf	mouse
ENSMUSG00000092701	miRNA	Gm24515	mouse
ENSMUSG00000106120	antisense	Gm42697	mouse
ENSMUSG00000105596	antisense	Gm42650	mouse
ENSMUSG00000105960	antisense	6330410L21Rik	mouse
ENSMUSG00000093865	protein_coding	Lrit3	mouse
ENSMUSG00000028012	protein_coding	Rrh	mouse
ENSMUSG00000028010	protein_coding	Gar1	mouse
ENSMUSG00000058952	protein_coding	Cfi	mouse
ENSMUSG00000027999	protein_coding	Pla2g12a	mouse
ENSMUSG00000027997	protein_coding	Casp6	mouse
ENSMUSG00000027994	protein_coding	Mcub	mouse
ENSMUSG00000001052	protein_coding	Sec24b	mouse
ENSMUSG00000063328	processed_pseudogene	Gm9396	mouse
ENSMUSG00000106072	processed_pseudogene	Gm42663	mouse
ENSMUSG00000058897	protein_coding	Col25a1	mouse
ENSMUSG00000106276	processed_pseudogene	Gm9397	mouse
ENSMUSG00000065788	snRNA	Gm22682	mouse
ENSMUSG00000105011	TEC	Gm43210	mouse
ENSMUSG00000105760	TEC	Gm43211	mouse
ENSMUSG00000105520	TEC	Gm42837	mouse
ENSMUSG00000019232	protein_coding	Etnppl	mouse
ENSMUSG00000041084	protein_coding	Ostc	mouse
ENSMUSG00000105466	TEC	Gm42998	mouse
ENSMUSG00000062006	protein_coding	Rpl34	mouse
ENSMUSG00000105789	lincRNA	Gm42997	mouse
ENSMUSG00000106260	processed_pseudogene	Gm43524	mouse
ENSMUSG00000105716	lincRNA	Gm43522	mouse
ENSMUSG00000106095	lincRNA	2010110G14Rik	mouse
ENSMUSG00000104984	processed_pseudogene	Gm5982	mouse
ENSMUSG00000104557	lincRNA	Gm36520	mouse
ENSMUSG00000088522	snoRNA	Gm26090	mouse
ENSMUSG00000105769	lincRNA	Gm43351	mouse
ENSMUSG00000105628	TEC	Gm43350	mouse
ENSMUSG00000104579	TEC	5830437K03Rik	mouse
ENSMUSG00000106249	lincRNA	Gm43349	mouse
ENSMUSG00000105558	processed_pseudogene	Gm5855	mouse
ENSMUSG00000104859	TEC	A430072C10Rik	mouse
ENSMUSG00000106086	antisense	Lef1os1	mouse
ENSMUSG00000027985	protein_coding	Lef1	mouse
ENSMUSG00000104612	TEC	Gm42449	mouse
ENSMUSG00000027984	protein_coding	Hadh	mouse
ENSMUSG00000106268	processed_pseudogene	Gm18492	mouse
ENSMUSG00000027983	protein_coding	Cyp2u1	mouse
ENSMUSG00000097761	antisense	4930534D22Rik	mouse
ENSMUSG00000050931	protein_coding	Sgms2	mouse
ENSMUSG00000104754	processed_pseudogene	Gm43116	mouse
ENSMUSG00000028032	protein_coding	Papss1	mouse
ENSMUSG00000105973	TEC	Gm42881	mouse
ENSMUSG00000105331	lincRNA	Gm29865	mouse
ENSMUSG00000104853	unprocessed_pseudogene	Olfr375-ps1	mouse
ENSMUSG00000087877	snRNA	Gm26103	mouse
ENSMUSG00000064992	snRNA	Gm22421	mouse
ENSMUSG00000028031	protein_coding	Dkk2	mouse
ENSMUSG00000106280	lincRNA	Gm42880	mouse
ENSMUSG00000089510	snRNA	Gm25307	mouse
ENSMUSG00000091721	protein_coding	Gimd1	mouse
ENSMUSG00000106313	processed_pseudogene	Gm9402	mouse
ENSMUSG00000028029	protein_coding	Aimp1	mouse
ENSMUSG00000028030	protein_coding	Tbck	mouse
ENSMUSG00000105719	TEC	Gm42872	mouse
ENSMUSG00000087776	snoRNA	Gm22322	mouse
ENSMUSG00000105691	TEC	Gm42876	mouse
ENSMUSG00000106230	lincRNA	Gm29811	mouse
ENSMUSG00000106499	processed_pseudogene	Gm9403	mouse
ENSMUSG00000040998	protein_coding	Npnt	mouse
ENSMUSG00000089431	snRNA	Gm23196	mouse
ENSMUSG00000028018	protein_coding	Gstcd	mouse
ENSMUSG00000104787	processed_pseudogene	Gm19148	mouse
ENSMUSG00000105259	TEC	Gm42874	mouse
ENSMUSG00000105217	TEC	Gm42873	mouse
ENSMUSG00000028016	protein_coding	Ints12	mouse
ENSMUSG00000040969	protein_coding	Arhgef38	mouse
ENSMUSG00000105957	lincRNA	Gm43254	mouse
ENSMUSG00000028013	protein_coding	Ppa2	mouse
ENSMUSG00000080506	miRNA	Gm25042	mouse
ENSMUSG00000040943	protein_coding	Tet2	mouse
ENSMUSG00000105085	antisense	Gm42567	mouse
ENSMUSG00000105595	processed_pseudogene	Gm49316	mouse
ENSMUSG00000077336	snoRNA	Gm23011	mouse
ENSMUSG00000102530	TEC	Gm37228	mouse
ENSMUSG00000105952	lincRNA	Gm40153	mouse
ENSMUSG00000106069	lincRNA	Gm6135	mouse
ENSMUSG00000104645	lincRNA	Gm30484	mouse
ENSMUSG00000097911	antisense	Gm26691	mouse
ENSMUSG00000106130	miRNA	Gm44361	mouse
ENSMUSG00000104556	lincRNA	Gm43192	mouse
ENSMUSG00000105523	processed_pseudogene	Gm43193	mouse
ENSMUSG00000106139	lincRNA	Gm30648	mouse
ENSMUSG00000044365	protein_coding	Cxxc4	mouse
ENSMUSG00000084564	miRNA	Mir1895	mouse
